-1.8616586069999999,-10.78940838,nan,0.052795912,29.49838624,nan,1.7254679419999999,101.7074302,0.48526433799999996,0.24990123600000003,1.5900996269999998,0.42819958,2.860148094,nan,-0.622230712,nan,-0.787077806
-0.283944895,3.852802123,-0.025614783999999998,-0.5689862960000001,nan,27.92810793,0.19011859,-68.50921242,1.114351031,0.26528770100000004,-0.264520417,nan,-0.239746777,2.9082171910000003,-1.444998834,1.209016321,-0.31538785199999997
-13.24054272,10.61873741,0.043447054000000006,0.275863517,nan,24.41699616,2.781515773,172.9611334,0.46683956600000004,0.158761749,-0.9681817309999999,-0.451777153,-1.1180500709999999,-2.587224556,1.133274009,-0.6396185670000001,0.6315881010000001
-41.34141877,-0.656534583,0.131053125,-0.791675295,65.8489575,14.34025222,1.9280871169999998,104.6644617,0.44778200100000004,0.194901248,-0.634329922,0.08057787200000001,-0.7495372229999999,-0.9390677559999999,-0.633445047,0.238349988,0.871761562
-10.72130956,-7.640812826,0.024147709,-0.039962002999999996,nan,9.863177018,0.325334525,-8.280141441,1.58670617,0.51790263,-0.19136309199999998,-0.155706123,-4.4084545539999995,-1.899811671,-0.97365657,0.544285445,-1.5375796469999998
nan,1.46427186,0.421025197,-0.446917875,nan,16.91244021,0.19502626,-13.74912023,-0.639111994,-0.036315167999999995,nan,nan,0.9272535959999999,nan,-1.239446357,-0.114893535,0.455987479
3.613371652,7.469378957000001,-0.33182598,0.014280623000000001,-6.980775529,nan,nan,-3.32745809,nan,-0.249040001,0.011827311,-0.1306532,-6.0830925460000005,nan,-1.164139229,3.8808890610000004,-0.553039531
-26.08146186,-2.267873239,-0.368462454,nan,-21.65657946,nan,-1.084575705,-51.93834904,-1.200833335,-0.367202542,nan,-0.194532172,3.203280125,3.153783023,nan,nan,-0.903964781
nan,6.877826057999999,0.029745554,0.358906451,6.4531973879999995,-7.581061957999999,-1.514845005,-83.66456485,-0.44428381299999997,-0.206552723,nan,0.719142994,-2.502155971,nan,nan,nan,nan
-10.96159786,3.452697763,0.164683396,0.649057482,47.00291967,82.42769821,1.108677471,26.2764336,-0.7288163040000001,-0.25713931100000004,nan,nan,nan,2.4016180819999997,0.758098148,-2.036473448,-0.705128577
-15.89986607,-2.560895267,-0.05406336,0.218129259,7.000726837,-6.913135675,0.6100375370000001,nan,0.9059811059999999,0.346791594,-0.85578251,-0.377768127,nan,-0.334206028,-2.019686095,-1.08408367,0.444534916
18.14517104,9.266714443,0.163297196,0.7479017509999999,3.817284149,-10.77167685,-0.159879728,nan,3.2816760639999996,0.5284466560000001,-0.248544648,0.236762903,-7.4617708060000005,7.2372224439999995,3.719710982,2.134404045,1.660404515
-43.82250862,-3.348279494,0.36913210700000004,nan,29.79300444,13.71470184,nan,119.2919189,nan,-0.233991764,nan,nan,0.470316147,-0.4443755999999999,-3.456232234,-1.838450759,nan
-7.221681202999999,5.406366171,-0.335177075,nan,-17.11111767,-30.69617744,nan,-154.1711535,-0.137154015,nan,-0.942136656,-0.416323911,0.564963444,0.19133915699999998,0.819681752,1.736330095,1.05890607
-19.20637166,4.315843723,-0.268341518,0.373594236,nan,nan,nan,-3.553009484,-0.779100455,nan,nan,nan,nan,5.0782791860000005,4.328317552,0.555464527,0.907890338
-3.502409342,-4.470892325,nan,-1.031049423,nan,20.202823000000002,1.3839869280000001,nan,0.677834176,0.283575621,-0.054267722000000004,-0.08612014900000001,-1.9613186630000001,0.422898266,-0.232764988,0.792490885,-1.087308604
